<<<<<<< HEAD
SnappedTime,Avg Right X,Avg Right Y,Avg Left X,Avg Left Y
0.0,,,,
20.0,521.48122,415.68646,521.48122,415.68646
40.0,484.8777928571429,414.25228571428573,484.8777928571429,414.25228571428573
60.0,487.5375071428571,424.4164928571428,487.5375071428571,424.4164928571428
80.0,491.75039285714286,426.2125285714286,491.75039285714286,426.2125285714286
100.0,485.8839571428572,423.6779857142857,485.8839571428572,423.6779857142857
120.0,513.5826538461538,456.60170000000005,513.5826538461538,456.60170000000005
140.0,445.19598666666667,394.88256,445.19598666666667,394.88256
160.0,508.9790538461539,468.1218153846154,508.9790538461539,468.1218153846154
180.0,414.7275133333333,379.25903999999997,414.7275133333333,379.25903999999997
200.0,479.62835384615386,437.7682384615385,479.62835384615386,437.7682384615385
220.0,449.0750357142857,409.56825714285714,449.0750357142857,409.56825714285714
240.0,486.11595,425.90642857142853,486.11595,425.90642857142853
260.0,432.4320357142857,382.5734642857143,432.4320357142857,382.5734642857143
280.0,477.39435,433.45272857142857,477.39435,433.45272857142857
300.0,387.9188142857143,353.5881428571429,387.9188142857143,353.5881428571429
320.0,454.7900071428571,433.07615714285714,454.7900071428571,433.07615714285714
340.0,484.5416846153846,465.0371769230769,484.5416846153846,465.0371769230769
360.0,425.70492666666667,395.44030666666663,425.70492666666667,395.44030666666663
380.0,499.3883307692308,454.2549230769231,499.3883307692308,454.2549230769231
400.0,435.5740666666667,386.7177933333333,435.5740666666667,386.7177933333333
420.0,543.1669153846153,448.92800769230774,543.1669153846153,448.92800769230774
440.0,541.4147,410.3904285714285,541.4147,410.3904285714285
460.0,545.0894357142857,408.03499999999997,545.0894357142857,408.03499999999997
480.0,475.4065142857143,330.77982857142854,475.4065142857143,330.77982857142854
500.0,551.5171,408.09035,551.5171,408.09035
520.0,553.1659285714286,409.5871785714286,553.1659285714286,409.5871785714286
540.0,556.2659714285713,410.3918857142857,556.2659714285713,410.3918857142857
560.0,597.1270615384615,440.45383076923076,597.1270615384615,440.45383076923076
580.0,539.57044,379.89742,539.57044,379.89742
600.0,649.3839076923076,431.05643846153845,649.3839076923076,431.05643846153845
620.0,559.448623076923,347.34763076923076,559.448623076923,347.34763076923076
640.0,605.4238571428571,404.27644999999995,605.4238571428571,404.27644999999995
660.0,652.0433384615384,432.3194307692308,652.0433384615384,432.3194307692308
680.0,608.9550571428572,406.3610642857143,608.9550571428572,406.3610642857143
700.0,669.7009461538462,439.07981538461536,669.7009461538462,439.07981538461536
720.0,601.0607466666667,383.99359999999996,601.0607466666667,383.99359999999996
740.0,685.8656846153846,445.04947692307695,685.8656846153846,445.04947692307695
760.0,645.8134833333334,415.255425,645.8134833333334,415.255425
780.0,704.698309090909,451.10083636363635,704.698309090909,451.10083636363635
800.0,647.3515833333333,411.009025,647.3515833333333,411.009025
820.0,707.8569727272727,453.2343909090909,707.8569727272727,453.2343909090909
840.0,706.2242545454545,455.3552727272727,706.2242545454545,455.3552727272727
860.0,608.0761142857143,385.3876071428571,608.0761142857143,385.3876071428571
880.0,707.0157333333333,448.88605,707.0157333333333,448.88605
900.0,644.1711923076923,415.0425307692307,644.1711923076923,415.0425307692307
920.0,636.9932538461538,420.5684076923077,636.9932538461538,420.5684076923077
940.0,617.3408615384616,421.62323846153845,617.3408615384616,421.62323846153845
960.0,611.4603692307693,416.7763076923077,611.4603692307693,416.7763076923077
980.0,612.5900076923077,421.0833230769231,612.5900076923077,421.0833230769231
1000.0,612.5430076923077,420.06341538461544,612.5430076923077,420.06341538461544
1020.0,610.3282,422.61373333333336,610.3282,422.61373333333336
1040.0,609.0422846153846,426.32649230769226,609.0422846153846,426.32649230769226
1060.0,661.57205,460.8985333333333,661.57205,460.8985333333333
1080.0,566.7135428571429,393.5477857142857,566.7135428571429,393.5477857142857
1100.0,653.0100230769232,447.3024,653.0100230769232,447.3024
1120.0,603.2501769230769,417.3050692307692,603.2501769230769,417.3050692307692
1140.0,652.8484916666666,453.7628833333333,652.8484916666666,453.7628833333333
1160.0,601.2125846153847,419.03158461538465,601.2125846153847,419.03158461538465
1180.0,648.9947083333333,451.3901583333333,648.9947083333333,451.3901583333333
1200.0,599.9839923076923,418.4341153846154,599.9839923076923,418.4341153846154
1220.0,597.4662666666667,426.6757666666667,597.4662666666667,426.6757666666667
1240.0,510.26918571428575,368.56955714285715,510.26918571428575,368.56955714285715
1260.0,596.4429416666667,429.326575,596.4429416666667,429.326575
1280.0,650.7439666666667,452.6159833333333,650.7439666666667,452.6159833333333
1300.0,599.5621461538461,418.797576923077,599.5621461538461,418.797576923077
1320.0,647.5121333333333,451.693925,647.5121333333333,451.693925
1340.0,595.7245384615385,418.1866076923077,595.7245384615385,418.1866076923077
1360.0,644.7213666666667,451.5798833333333,644.7213666666667,451.5798833333333
1380.0,552.2727285714285,386.6284785714286,552.2727285714285,386.6284785714286
1400.0,630.233475,450.3192916666667,630.233475,450.3192916666667
1420.0,548.6277,391.1939071428572,548.6277,391.1939071428572
1440.0,662.73085,468.290725,662.73085,468.290725
1460.0,617.2387538461538,431.19162307692307,617.2387538461538,431.19162307692307
1480.0,620.0828923076923,429.9553153846154,620.0828923076923,429.9553153846154
1500.0,670.5317166666667,459.25747500000006,670.5317166666667,459.25747500000006
1520.0,574.8583,391.72348571428574,574.8583,391.72348571428574
1540.0,672.4733500000001,457.62758333333335,672.4733500000001,457.62758333333335
1560.0,563.9608333333333,390.36791999999997,563.9608333333333,390.36791999999997
1580.0,668.3033538461539,451.9159230769231,668.3033538461539,451.9159230769231
1600.0,580.7476,390.9988266666667,580.7476,390.9988266666667
