<<<<<<< HEAD
SnappedTime,Avg Right X,Avg Right Y,Avg Left X,Avg Left Y
460.0,655.43852,319.2085,648.76702,333.92976
480.0,520.7673000000001,261.04062000000005,648.97938,334.99714
500.0,520.82456,262.6165,647.91648,335.63908000000004
520.0,520.7803200000001,262.3454,646.55442,335.99881999999997
540.0,653.97374,323.33882,646.66044,340.7787
560.0,653.84694,325.93964,645.89328,343.72878000000003
580.0,653.7309,326.87244,645.7028200000001,342.62122
600.0,653.17412,329.68782,645.5003800000001,346.65803999999997
620.0,653.19022,330.23968,644.9189,346.32192
640.0,653.26076,331.81646,644.69198,347.14166
660.0,652.8907200000001,332.31572,644.75662,347.34974
680.0,652.4631999999999,332.68676,644.7146,347.80068
700.0,652.50334,333.67784,644.92366,347.34648
720.0,653.1673,334.37451999999996,644.7908199999999,347.72326000000004
740.0,653.21772,334.18654000000004,644.55254,348.48670000000004
760.0,653.5666,333.93162,644.2183,348.88142
780.0,653.57452,333.60404,643.66102,348.8867
800.0,653.69622,333.63298000000003,643.13824,349.11469999999997
820.0,654.57186,333.28416,642.9024,349.83797999999996
840.0,654.63122,340.64027999999996,642.89468,354.98596
860.0,654.6365,337.42024000000004,642.76094,357.21222
880.0,655.1321,339.5777,642.9790399999999,359.1692
900.0,654.7698800000001,341.41146,642.7339599999999,361.47342
920.0,654.75054,340.45786,642.73878,362.07608
940.0,654.83782,344.18162,643.2449399999999,363.4733
960.0,654.42136,345.34406,643.64452,364.04034
980.0,654.44174,347.24467999999996,644.07814,365.96664
1000.0,649.2731166666666,326.436,645.1698,349.24811666666665
1020.0,605.95595,332.17005,599.6321666666666,355.4031333333333
1040.0,585.3187166666667,336.6204666666667,571.7231,366.5778833333334
1060.0,573.4904166666666,338.2738,565.7089,369.57935
1080.0,575.5381666666667,337.48655,565.1516333333333,370.19190000000003
1100.0,570.9403333333333,338.7861,563.5085333333333,368.62165000000005
1120.0,571.85825,337.2602166666667,563.46415,371.21656666666667
1140.0,572.1353166666667,334.8282,562.7011333333334,371.4676833333333
1160.0,545.3301333333334,290.09745,562.0674333333333,368.0825
