<<<<<<< HEAD
SnappedTime,Avg Right X,Avg Right Y,Avg Left X,Avg Left Y
3300.0,801.5038833333333,412.4116833333333,801.5038833333333,412.4116833333333
3320.0,832.0843571428571,403.4700571428571,832.0843571428571,403.4700571428571
3340.0,831.7061428571429,404.8644428571429,831.7061428571429,404.8644428571429
3360.0,829.9020142857142,407.6481857142857,829.9020142857142,407.6481857142857
3380.0,831.2953,404.41131428571424,831.2953,404.41131428571424
3400.0,829.4544571428571,406.5525714285714,829.4544571428571,406.5525714285714
3420.0,802.1043000000001,407.6757714285714,802.1043000000001,407.6757714285714
3440.0,790.4283428571429,407.2505,790.4283428571429,407.2505
3460.0,787.9921428571428,408.3835142857143,787.9921428571428,408.3835142857143
3480.0,814.8785666666666,424.9409666666667,814.8785666666666,424.9409666666667
3500.0,788.9803571428572,408.94845714285714,788.9803571428572,408.94845714285714
3520.0,788.9571571428571,410.72855714285714,788.9571571428571,410.72855714285714
3540.0,748.1837571428571,418.1204714285714,748.1837571428571,418.1204714285714
3560.0,730.9559142857142,422.2142,730.9559142857142,422.2142
3580.0,768.810725,354.2123,768.810725,354.2123
3600.0,767.6695,361.3472,767.6695,361.3472
3620.0,791.2588000000001,450.08140000000003,791.2588000000001,450.08140000000003
3640.0,643.1353750000001,474.3642,643.1353750000001,474.3642
3660.0,718.8166,356.44124,718.8166,356.44124
3680.0,718.54692,348.12558,718.54692,348.12558
3700.0,701.2832571428571,482.7936,701.2832571428571,482.7936
3720.0,648.7973833333334,463.76663333333335,648.7973833333334,463.76663333333335
3740.0,695.5265428571429,410.5247428571429,695.5265428571429,410.5247428571429
3760.0,692.6094625,450.1622875,692.6094625,450.1622875
3780.0,615.366475,417.459175,615.366475,417.459175
3800.0,650.93325,456.2197,650.93325,456.2197
3820.0,692.1549625,448.235225,692.1549625,448.235225
3840.0,692.2041875,449.9664625,692.2041875,449.9664625
3860.0,689.5955749999999,449.869525,689.5955749999999,449.869525
3880.0,530.0018428571428,403.24897142857145,530.0018428571428,403.24897142857145
3900.0,649.4105000000001,497.5373666666667,649.4105000000001,497.5373666666667
3920.0,703.8604714285714,475.0595142857143,703.8604714285714,475.0595142857143
3940.0,692.1263875,445.2456125,692.1263875,445.2456125
3960.0,651.3593,498.5782166666666,651.3593,498.5782166666666
3980.0,605.73248,450.41074,605.73248,450.41074
4000.0,701.23175,489.6736333333333,701.23175,489.6736333333333
4020.0,696.7693428571429,455.00498571428574,696.7693428571429,455.00498571428574
4040.0,706.43758,525.12892,706.43758,525.12892
4060.0,697.3068285714286,466.5912571428571,697.3068285714286,466.5912571428571
4080.0,648.04388,504.71072000000004,648.04388,504.71072000000004
4100.0,684.1731333333333,488.3206666666667,684.1731333333333,488.3206666666667
4120.0,716.1964333333334,491.64335,716.1964333333334,491.64335
4140.0,736.3352600000001,530.2331200000001,736.3352600000001,530.2331200000001
4160.0,640.3054833333334,478.57213333333334,640.3054833333334,478.57213333333334
4180.0,634.5249799999999,417.32082,634.5249799999999,417.32082
4200.0,704.2120000000001,463.63394285714287,704.2120000000001,463.63394285714287
4220.0,707.5069714285715,434.0212,707.5069714285715,434.0212
