<<<<<<< HEAD
SnappedTime,Avg Right X,Avg Right Y,Avg Left X,Avg Left Y
0.0,,,,
20.0,613.9797588235294,352.59216470588234,613.9797588235294,352.59216470588234
40.0,587.2807424242425,384.5975424242424,587.2807424242425,384.5975424242424
60.0,562.0525181818182,418.27249696969693,562.0525181818182,418.27249696969693
80.0,570.9317939393939,410.47907272727275,570.9317939393939,410.47907272727275
100.0,564.0447333333334,380.9675787878788,564.0447333333334,380.9675787878788
120.0,569.2183909090909,380.1075393939394,569.2183909090909,380.1075393939394
140.0,572.2815818181818,412.2181484848485,572.2815818181818,412.2181484848485
160.0,567.9159852941176,410.27230294117646,567.9159852941176,410.27230294117646
180.0,580.7665764705882,437.7110970588235,580.7665764705882,437.7110970588235
200.0,553.7133470588235,430.49976764705883,553.7133470588235,430.49976764705883
220.0,553.7324852941176,427.1126970588235,553.7324852941176,427.1126970588235
240.0,568.8466628571429,455.2780514285714,568.8466628571429,455.2780514285714
260.0,570.3426085714286,437.9943228571429,570.3426085714286,437.9943228571429
280.0,559.48455,429.1323970588235,559.48455,429.1323970588235
300.0,555.9848828571429,418.07986857142856,555.9848828571429,418.07986857142856
320.0,544.7046575757577,387.6880878787879,544.7046575757577,387.6880878787879
340.0,546.8953787878788,383.6941363636364,546.8953787878788,383.6941363636364
360.0,536.8710848484849,427.91336666666666,536.8710848484849,427.91336666666666
380.0,566.46836875,384.29525,566.46836875,384.29525
400.0,606.97538125,417.565334375,606.97538125,417.565334375
420.0,635.740809375,421.918484375,635.740809375,421.918484375
440.0,647.402925,418.250015625,647.402925,418.250015625
460.0,604.2647114285713,401.1983542857143,604.2647114285713,401.1983542857143
480.0,646.374840625,418.586740625,646.374840625,418.586740625
500.0,647.460596875,417.512415625,647.460596875,417.512415625
520.0,646.401465625,416.03916250000003,646.401465625,416.03916250000003
540.0,629.0981032258064,422.72819032258064,629.0981032258064,422.72819032258064
560.0,639.463775,411.74848125,639.463775,411.74848125
580.0,652.102065625,429.88925625,652.102065625,429.88925625
600.0,628.688606060606,391.8740484848485,628.688606060606,391.8740484848485
620.0,653.1978709677419,417.5044838709677,653.1978709677419,417.5044838709677
640.0,646.414706451613,416.67312258064516,646.414706451613,416.67312258064516
660.0,645.8391100000001,422.9359433333333,645.8391100000001,422.9359433333333
680.0,646.08839,414.74261,646.08839,414.74261
700.0,667.1668931034483,420.7050137931035,667.1668931034483,420.7050137931035
720.0,669.5331896551725,420.95691379310347,669.5331896551725,420.95691379310347
740.0,671.87759,412.5540766666666,671.87759,412.5540766666666
760.0,646.8929612903225,400.6760935483871,646.8929612903225,400.6760935483871
780.0,651.4124766666666,395.21920666666665,651.4124766666666,395.21920666666665
800.0,669.3852709677419,413.0844064516129,669.3852709677419,413.0844064516129
820.0,666.9774806451612,420.0812129032258,666.9774806451612,420.0812129032258
840.0,653.4231566666666,425.40344999999996,653.4231566666666,425.40344999999996
860.0,650.6218433333332,413.2602133333333,650.6218433333332,413.2602133333333
880.0,647.4866133333333,418.56916333333334,647.4866133333333,418.56916333333334
900.0,614.5875290322581,424.05663548387093,614.5875290322581,424.05663548387093
920.0,634.2779866666666,463.7518033333334,634.2779866666666,463.7518033333334
940.0,612.729440625,458.885359375,612.729440625,458.885359375
960.0,612.0174387096774,469.7462032258064,612.0174387096774,469.7462032258064
980.0,614.5122161290323,469.75683225806455,614.5122161290323,469.75683225806455
1000.0,638.1502766666667,488.40969666666666,638.1502766666667,488.40969666666666
1020.0,633.5869516129032,480.4721129032258,633.5869516129032,480.4721129032258
