RecordingTime [ms],Participant,Stimulus,Category Right,Category Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Experiment,RecordingTime Stimulus [ms],Duration,SnappedTime,Gaze Deviation Right,Gaze Deviation Left,Overall Gaze Deviation
0.0,44,fede invisible d avi mpeg4-pcm.avi,Separator,Separator,,,,,24,0.0,14.082999999634922,0.0,0.0,0.0,0.0
14.082999999634922,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,663.0329,362.4989,663.0329,362.4989,24,14.082999999634922,19.87999999988824,20.0,10.260655006070484,10.260655006070484,10.260655006070484
33.96299999952316,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,652.6072,362.4756,652.6072,362.4756,24,33.96299999952316,41.64500000048429,40.0,6.097355573986473,6.097355573986473,6.097355573986473
75.60800000000745,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,658.5807,343.3209,658.5807,343.3209,24,75.60800000000745,17.97400000039488,80.0,8.258496366840113,8.258496366840113,8.258496366840113
93.58200000040232,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,663.0758,338.0857,663.0758,338.0857,24,93.58200000040232,20.006999999284744,100.0,19.445051013939818,19.445051013939818,19.445051013939818
113.58899999968708,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,653.6267,331.0376,653.6267,331.0376,24,113.58899999968708,45.69400000013411,120.0,55.340081173212816,55.340081173212816,55.340081173212816
159.2829999998212,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,667.5458,325.2545,667.5458,325.2545,24,159.2829999998212,13.936999999918044,160.0,27.176811791738885,27.176811791738885,27.176811791738885
173.21999999973923,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,664.2059,334.8202,664.2059,334.8202,24,173.21999999973923,19.89099999982864,180.0,17.44093593096588,17.44093593096588,17.44093593096588
193.11099999956787,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,668.7929,326.5143,668.7929,326.5143,24,193.11099999956787,19.84700000006705,200.0,38.17174084826629,38.17174084826629,38.17174084826629
212.9579999996349,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,673.2927,325.1076,673.2927,325.1076,24,212.9579999996349,54.96100000012666,220.0,181.55825498131617,181.55825498131617,181.55825498131617
267.9189999997616,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,666.5709,328.9002,666.5709,328.9002,24,267.9189999997616,138.67800000030547,260.0,77.22278143303048,77.22278143303048,77.22278143303048
406.5970000000671,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,669.2523,329.3513,669.2523,329.3513,24,406.5970000000671,48.88899999950081,400.0,129.57518295508018,129.57518295508018,129.57518295508018
455.4859999995679,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,672.2565,321.4598,672.2565,321.4598,24,455.4859999995679,16.113000000827014,460.0,130.78833325657865,130.78833325657865,130.78833325657865
471.5990000003949,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,665.186,321.8703,665.186,321.8703,24,471.5990000003949,29.693999999202788,480.0,62.808062904088956,62.808062904088956,62.808062904088956
501.29299999959767,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,670.536,318.4532,670.536,318.4532,24,501.29299999959767,18.46100000012666,500.0,86.53710326594333,86.53710326594333,86.53710326594333
519.7539999997243,44,fede invisible d avi mpeg4-pcm.avi,Fixation,Fixation,665.5147,318.6121,665.5147,318.6121,24,519.7539999997243,11.433000000193717,520.0,139.37011900860824,139.37011900860824,139.37011900860824
