RecordingTime [ms],Participant,Stimulus,Category Right,Category Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Experiment,RecordingTime Stimulus [ms],Duration,SnappedTime,Gaze Deviation Right,Gaze Deviation Left,Overall Gaze Deviation
0.0,10,Federica Final_WMV_3000Kbps_720p.avi,Separator,Separator,,,,,12,0.0,32.42000000004191,0.0,0.0,0.0,0.0
32.42000000004191,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,32.42000000004191,44.12199999997392,40.0,0.0,0.0,0.0
76.54200000001583,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,76.54200000001583,43.99499999999534,80.0,0.0,0.0,0.0
120.53700000001118,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,120.53700000001118,43.99600000004284,120.0,0.0,0.0,0.0
164.53300000005402,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,164.53300000005402,44.11499999999069,160.0,0.0,0.0,0.0
208.6480000000447,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,208.6480000000447,44.0,200.0,0.0,0.0,0.0
252.6480000000447,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,252.6480000000447,44.01399999996647,260.0,0.0,0.0,0.0
296.6620000000112,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,296.6620000000112,44.13800000003539,300.0,0.0,0.0,0.0
340.80000000004657,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,340.80000000004657,43.97299999999814,340.0,0.0,0.0,0.0
384.7730000000447,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,384.7730000000447,85.37199999997392,380.0,0.0,0.0,0.0
470.1450000000186,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,470.1450000000186,55.23100000002887,480.0,0.0,0.0,0.0
525.3760000000475,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,525.3760000000475,35.53499999997439,520.0,0.0,0.0,0.0
560.9110000000219,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,560.9110000000219,44.147999999986496,560.0,0.0,0.0,0.0
605.0590000000084,10,Federica Final_WMV_3000Kbps_720p.avi,Blink,Blink,0.0,0.0,0.0,0.0,12,605.0590000000084,160.90100000001257,600.0,0.0,0.0,0.0
765.960000000021,10,Federica Final_WMV_3000Kbps_720p.avi,Fixation,Blink,603.1567,368.4717,603.1567,368.4717,12,765.960000000021,19.98499999998603,760.0,31.058742971062077,31.058742971062077,31.058742971062077
785.945000000007,10,Federica Final_WMV_3000Kbps_720p.avi,Fixation,Fixation,612.9899,325.5428,612.9899,325.5428,12,785.945000000007,19.885999999998603,780.0,22.659264368662207,22.659264368662207,22.659264368662207
805.8310000000056,10,Federica Final_WMV_3000Kbps_720p.avi,Fixation,Fixation,623.5627,337.8842,623.5627,337.8842,12,805.8310000000056,19.87100000004284,800.0,10.31774689650203,10.31774689650203,10.31774689650203
825.7020000000484,10,Federica Final_WMV_3000Kbps_720p.avi,Fixation,Fixation,623.1848,351.2707,623.1848,351.2707,12,825.7020000000484,19.89299999998184,820.0,62.32933409879516,62.32933409879516,62.32933409879516
845.5950000000303,10,Federica Final_WMV_3000Kbps_720p.avi,Fixation,Fixation,622.8922,342.9949,622.8922,342.9949,12,845.5950000000303,19.853999999992084,840.0,6.1737861931859435,6.1737861931859435,6.1737861931859435
865.4490000000224,10,Federica Final_WMV_3000Kbps_720p.avi,Fixation,Fixation,624.602,350.2187,624.602,350.2187,12,865.4490000000224,19.88900000002468,860.0,5.130826088836308,5.130826088836308,5.130826088836308
