RecordingTime [ms],Participant,Stimulus,Category Right,Category Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Experiment,RecordingTime Stimulus [ms],Duration,SnappedTime,Gaze Deviation Right,Gaze Deviation Left,Overall Gaze Deviation
0.0,2,Federica Final_WMV_3000Kbps_720p.avi,Separator,Separator,,,,,12,0.0,3.203000000212341,0.0,0.0,0.0,0.0
3.203000000212341,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,3.203000000212341,19.866999999620017,,0.0,0.0,0.0
23.06999999983236,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,23.06999999983236,19.898000000044707,20.0,0.0,0.0,0.0
42.967999999877065,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,42.967999999877065,19.856000000145286,40.0,0.0,0.0,0.0
62.82400000002235,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,62.82400000002235,19.885999999940395,60.0,0.0,0.0,0.0
82.70999999996275,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,82.70999999996275,19.99000000022352,80.0,0.0,0.0,0.0
102.70000000018626,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,102.70000000018626,19.88299999991432,100.0,0.0,0.0,0.0
122.58300000010058,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,122.58300000010058,19.86700000008568,120.0,0.0,0.0,0.0
142.45000000018626,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,142.45000000018626,19.884999999776483,140.0,0.0,0.0,0.0
162.33499999996275,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,162.33499999996275,19.86500000022349,160.0,0.0,0.0,0.0
182.20000000018624,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,182.20000000018624,19.87399999983612,180.0,0.0,0.0,0.0
202.07400000002235,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,0.0,0.0,0.0,0.0,12,202.07400000002235,19.873999999836087,200.0,0.0,0.0,0.0
221.94799999985844,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,-59.3663,858.7938,-59.3663,858.7938,12,221.94799999985844,19.88400000007823,220.0,672.684199582634,672.684199582634,672.684199582634
241.83199999993667,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,-110.7052,627.527,-110.7052,627.527,12,241.83199999993667,19.99200000008568,240.0,639.112111041459,639.112111041459,639.112111041459
261.82400000002235,2,Federica Final_WMV_3000Kbps_720p.avi,Blink,-,-0.3231,0.0,-0.3231,0.0,12,261.82400000002235,19.881999999750462,260.0,684.1567268977587,684.1567268977587,684.1567268977587
