RecordingTime [ms],Participant,Stimulus,Category Right,Category Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Experiment,RecordingTime Stimulus [ms],Duration,SnappedTime,Gaze Deviation Right,Gaze Deviation Left,Overall Gaze Deviation
0.0,35,01 coucou g.jpg,Fixation,Fixation,476.1204,332.0115,476.1204,332.0115,22,0.0,27.86299999989569,0.0,173.61705029998626,173.61705029998626,173.61705029998626
27.86299999989569,35,01 coucou g.jpg,Fixation,Fixation,472.8722,325.6222,472.8722,325.6222,22,27.86299999989569,47.58900000015274,20.0,135.7022242658315,135.7022242658315,135.7022242658315
75.45200000004843,35,01 coucou g.jpg,Fixation,Fixation,478.1768,328.4002,478.1768,328.4002,22,75.45200000004843,5.1049999999813735,,0.0,0.0,0.0
80.5570000000298,35,01 coucou g.jpg,Fixation,Fixation,476.2477,329.9243,476.2477,329.9243,22,80.5570000000298,27.32199999992736,80.0,155.92942760096645,155.92942760096645,155.92942760096645
107.87899999995716,35,01 coucou g.jpg,Fixation,Fixation,478.6894,331.3639,478.6894,331.3639,22,107.87899999995716,11.510000000009311,100.0,244.87682259274266,244.87682259274266,244.87682259274266
119.38899999996649,35,01 coucou g.jpg,Fixation,Fixation,480.4384,326.332,480.4384,326.332,22,119.38899999996649,31.469000000040975,120.0,205.31993316600983,205.31993316600983,205.31993316600983
150.85800000000745,35,01 coucou g.jpg,Fixation,Fixation,481.3985,323.6298,481.3985,323.6298,22,150.85800000000745,33.18999999994412,160.0,191.68198742965617,191.68198742965617,191.68198742965617
184.0479999999516,35,01 coucou g.jpg,Fixation,Fixation,483.1548,329.5423,483.1548,329.5423,22,184.0479999999516,14.820000000065193,180.0,139.93613627721214,139.93613627721214,139.93613627721214
198.8680000000168,35,01 coucou g.jpg,Fixation,Fixation,482.5699,330.6329,482.5699,330.6329,22,198.8680000000168,19.873999999836087,200.0,186.86263022515607,186.86263022515607,186.86263022515607
218.74199999985285,35,01 coucou g.jpg,Saccade,Saccade,485.1784,324.0708,485.1784,324.0708,22,218.74199999985285,19.89199999999255,220.0,139.77633199596352,139.77633199596352,139.77633199596352
238.6339999998454,35,01 coucou g.jpg,Fixation,Fixation,586.7849,332.2265,586.7849,332.2265,22,238.6339999998454,19.90100000007078,240.0,204.07644429774962,204.07644429774962,204.07644429774962
258.5349999999162,35,01 coucou g.jpg,Fixation,Fixation,591.1632,335.2757,591.1632,335.2757,22,258.5349999999162,19.845999999903142,260.0,219.60675093749893,219.60675093749893,219.60675093749893
278.3809999998193,35,01 coucou g.jpg,Fixation,Fixation,601.9201,354.6203,601.9201,354.6203,22,278.3809999998193,48.04000000003725,280.0,167.70313256905047,167.70313256905047,167.70313256905047
326.4209999998566,35,01 coucou g.jpg,Fixation,Fixation,625.508,351.0159,625.508,351.0159,22,326.4209999998566,18.743000000016764,320.0,154.36479066563433,154.36479066563433,154.36479066563433
345.16399999987334,35,01 coucou g.jpg,Fixation,Fixation,621.6988,387.8355,621.6988,387.8355,22,345.16399999987334,12.69800000009127,340.0,76.4756680121563,76.4756680121563,76.4756680121563
357.8619999999646,35,01 coucou g.jpg,Saccade,Saccade,623.2236,363.2976,623.2236,363.2976,22,357.8619999999646,52.554000000003725,360.0,181.79871379115468,181.79871379115468,181.79871379115468
410.41599999996834,35,01 coucou g.jpg,Saccade,Saccade,641.8846,335.0181,641.8846,335.0181,22,410.41599999996834,37.18900000001304,420.0,134.17243411252048,134.17243411252048,134.17243411252048
447.6049999999814,35,01 coucou g.jpg,Saccade,Saccade,627.7895,359.1351,627.7895,359.1351,22,447.6049999999814,9.773999999975786,440.0,167.97737525994876,167.97737525994876,167.97737525994876
457.3789999999572,35,01 coucou g.jpg,Saccade,Saccade,629.556,361.9502,629.556,361.9502,22,457.3789999999572,19.87899999995716,460.0,132.13079291341617,132.13079291341617,132.13079291341617
477.2579999999143,35,01 coucou g.jpg,Saccade,Saccade,632.7715,383.6265,632.7715,383.6265,22,477.2579999999143,51.31700000003912,480.0,155.7299724564598,155.7299724564598,155.7299724564598
528.5749999999534,35,01 coucou g.jpg,Saccade,Saccade,749.513,362.8234,749.513,362.8234,22,528.5749999999534,39.054000000003725,520.0,212.7484848520672,212.7484848520672,212.7484848520672
567.6289999999572,35,01 coucou g.jpg,Saccade,Saccade,637.277,397.3942,637.277,397.3942,22,567.6289999999572,9.010000000009311,560.0,49.33360651307949,49.33360651307949,49.33360651307949
576.6389999999665,35,01 coucou g.jpg,Saccade,Saccade,639.5308,400.1218,639.5308,400.1218,22,576.6389999999665,19.996999999973923,580.0,114.99702487446561,114.99702487446561,114.99702487446561
596.6359999999404,35,01 coucou g.jpg,Saccade,Saccade,638.8172,414.2328,638.8172,414.2328,22,596.6359999999404,50.10000000009313,600.0,129.31171831583822,129.31171831583822,129.31171831583822
646.7360000000335,35,01 coucou g.jpg,Saccade,Saccade,471.0516,424.3062,471.0516,424.3062,22,646.7360000000335,18.85999999986961,640.0,175.74007980691502,175.74007980691502,175.74007980691502
665.5959999999031,35,01 coucou g.jpg,Saccade,Saccade,639.2793,422.5031,639.2793,422.5031,22,665.5959999999031,62.19699999992736,660.0,114.92477530234247,114.92477530234247,114.92477530234247
727.7929999998305,35,01 coucou g.jpg,Saccade,Saccade,639.4523,405.2818,639.4523,405.2818,22,727.7929999998305,40.036000000080094,720.0,126.00896035181039,126.00896035181039,126.00896035181039
767.8289999999106,35,01 coucou g.jpg,Saccade,Saccade,640.5763,414.2044,640.5763,414.2044,22,767.8289999999106,39.07400000002235,760.0,130.0531562264918,130.0531562264918,130.0531562264918
806.902999999933,35,01 coucou g.jpg,Saccade,Saccade,476.85,421.6402,476.85,421.6402,22,806.902999999933,14.821999999927357,800.0,128.5350810056739,128.5350810056739,128.5350810056739
821.7249999998603,35,01 coucou g.jpg,Fixation,Fixation,643.2207,417.855,643.2207,417.855,22,821.7249999998603,13.499000000068918,820.0,204.98088333920973,204.98088333920973,204.98088333920973
835.2239999999292,35,01 coucou g.jpg,Fixation,Fixation,644.5672,416.8537,644.5672,416.8537,22,835.2239999999292,57.61299999989569,840.0,201.97425201301385,201.97425201301385,201.97425201301385
892.8369999998249,35,01 coucou g.jpg,Fixation,Fixation,645.2396,413.8022,645.2396,413.8022,22,892.8369999998249,5.137000000104308,,0.0,0.0,0.0
897.9739999999292,35,01 coucou g.jpg,Fixation,Fixation,646.9326,423.5873,646.9326,423.5873,22,897.9739999999292,16.904000000096858,900.0,151.0960953435091,151.0960953435091,151.0960953435091
914.878000000026,35,01 coucou g.jpg,Fixation,Fixation,641.3593,418.2624,641.3593,418.2624,22,914.878000000026,54.11999999987893,920.0,226.44344765042717,226.44344765042717,226.44344765042717
968.997999999905,35,01 coucou g.jpg,Fixation,Fixation,649.3845,415.5216,649.3845,415.5216,22,968.997999999905,15.820999999996276,960.0,210.98505242349276,210.98505242349276,210.98505242349276
984.8189999999012,35,01 coucou g.jpg,Fixation,Fixation,647.9672,418.6043,647.9672,418.6043,22,984.8189999999012,9.527999999932945,980.0,143.09128596405077,143.09128596405077,143.09128596405077
994.3469999998342,35,01 coucou g.jpg,Fixation,Fixation,649.5462,406.6067,649.5462,406.6067,22,994.3469999998342,59.787000000011176,1000.0,175.48049247884376,175.48049247884376,175.48049247884376
1054.1339999998454,35,01 coucou g.jpg,Saccade,Saccade,650.996,405.7513,650.996,405.7513,22,1054.1339999998454,19.854999999981374,1060.0,173.36318304453673,173.36318304453673,173.36318304453673
1073.9889999998268,35,01 coucou g.jpg,Saccade,Saccade,492.768,419.159,492.768,419.159,22,1073.9889999998268,29.97000000020489,1080.0,102.34042719779788,102.34042719779788,102.34042719779788
1103.9590000000317,35,01 coucou g.jpg,Saccade,Saccade,822.628,15.3369,822.628,15.3369,22,1103.9590000000317,29.673999999882653,1100.0,444.51253852012735,444.51253852012735,444.51253852012735
1133.6329999999143,35,01 coucou g.jpg,Fixation,-,649.1254,395.3062,649.1254,395.3062,22,1133.6329999999143,19.864999999990687,1140.0,241.35069961334565,241.35069961334565,241.35069961334565
1153.497999999905,35,01 coucou g.jpg,Fixation,Fixation,649.7019,414.2727,649.7019,414.2727,22,1153.497999999905,19.87300000013784,1160.0,158.0293688326275,158.0293688326275,158.0293688326275
1173.3710000000428,35,01 coucou g.jpg,Fixation,Fixation,644.468,407.9555,644.468,407.9555,22,1173.3710000000428,39.86599999992177,1180.0,237.0577115322367,237.0577115322367,237.0577115322367
1213.2369999999646,35,01 coucou g.jpg,Fixation,Fixation,637.1403,414.2289,637.1403,414.2289,22,1213.2369999999646,39.75499999988824,1220.0,207.74077505163646,207.74077505163646,207.74077505163646
1252.9919999998529,35,01 coucou g.jpg,Fixation,Fixation,637.7634,418.1363,637.7634,418.1363,22,1252.9919999998529,19.875,1260.0,206.78174970195542,206.78174970195542,206.78174970195542
1272.8669999998529,35,01 coucou g.jpg,Fixation,Fixation,640.0227,420.4166,640.0227,420.4166,22,1272.8669999998529,19.877000000094995,1280.0,201.81367415562315,201.81367415562315,201.81367415562315
1292.7439999999478,35,01 coucou g.jpg,Fixation,Fixation,641.4389,423.9332,641.4389,423.9332,22,1292.7439999999478,19.869999999878928,1300.0,176.93155472955837,176.93155472955837,176.93155472955837
1312.6139999998268,35,01 coucou g.jpg,Fixation,Fixation,640.0613,418.2724,640.0613,418.2724,22,1312.6139999998268,19.88300000014715,1320.0,178.10890618251906,178.10890618251906,178.10890618251906
1332.496999999974,35,01 coucou g.jpg,Fixation,Fixation,636.676,428.6214,636.676,428.6214,22,1332.496999999974,39.87100000004284,1340.0,143.792721716218,143.792721716218,143.792721716218
1372.3680000000168,35,01 coucou g.jpg,Fixation,Fixation,634.9357,427.8019,634.9357,427.8019,22,1372.3680000000168,19.85999999986961,1380.0,152.06239568352854,152.06239568352854,152.06239568352854
1392.2279999998864,35,01 coucou g.jpg,Fixation,Fixation,639.023,427.3517,639.023,427.3517,22,1392.2279999998864,19.898000000044703,1400.0,250.6121811228583,250.6121811228583,250.6121811228583
1412.125999999931,35,01 coucou g.jpg,Fixation,Fixation,635.6468,424.8253,635.6468,424.8253,22,1412.125999999931,19.85400000005029,1420.0,122.38008660624031,122.38008660624031,122.38008660624031
1431.9799999999814,35,01 coucou g.jpg,Fixation,Fixation,634.1727,426.8473,634.1727,426.8473,22,1431.9799999999814,19.893999999854717,1440.0,145.10264342679756,145.10264342679756,145.10264342679756
1451.873999999836,35,01 coucou g.jpg,Fixation,Fixation,635.5631,422.5314,635.5631,422.5314,22,1451.873999999836,19.985000000102445,1460.0,141.627430745035,141.627430745035,141.627430745035
1471.8589999999383,35,01 coucou g.jpg,Fixation,Fixation,633.8781,431.676,633.8781,431.676,22,1471.8589999999383,19.881000000052158,1480.0,154.97224935894775,154.97224935894775,154.97224935894775
1491.7399999999907,35,01 coucou g.jpg,Fixation,Fixation,634.0206,419.0263,634.0206,419.0263,22,1491.7399999999907,39.75199999986216,1500.0,136.53148076025863,136.53148076025863,136.53148076025863
1531.4919999998529,35,01 coucou g.jpg,Fixation,Fixation,636.7293,420.9127,636.7293,420.9127,22,1531.4919999998529,39.76000000000931,1540.0,190.2805739006116,190.2805739006116,190.2805739006116
1571.2519999998622,35,01 coucou g.jpg,Fixation,Fixation,631.8819,414.796,631.8819,414.796,22,1571.2519999998622,19.847999999998137,1580.0,180.1104714016816,180.1104714016816,180.1104714016816
1591.0999999998603,35,01 coucou g.jpg,Fixation,Saccade,633.7924,413.5997,633.7924,413.5997,22,1591.0999999998603,34.351000000024214,1600.0,88.61607749119544,88.61607749119544,88.61607749119544
1625.4509999998843,35,01 coucou g.jpg,-,Saccade,0.0,0.0,0.0,0.0,22,1625.4509999998843,25.421000000089407,1620.0,0.0,0.0,0.0
